TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Injury),2017,12,23,16,18,PRINCE ALBERT ST / SE MARINE DR,Sunset,493573,5450927
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,17,17,25,PRINCE EDWARD ST / E 15TH AVE,Mount Pleasant,492982,5456079
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,31,18,19,PRINCE EDWARD ST / E 16TH AVE,Riley Park,492979,5455976
Vehicle Collision or Pedestrian Struck (with Injury),2004,11,24,9,43,PRINCE EDWARD ST / E 16TH AVE,Riley Park,492979,5455976
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,21,10,49,PRINCE EDWARD ST / E 16TH AVE,Riley Park,492979,5455976
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,17,20,8,PRINCE EDWARD ST / E 16TH AVE,Riley Park,492979,5455976
Vehicle Collision or Pedestrian Struck (with Injury),2009,9,29,14,0,PRINCE EDWARD ST / E 16TH AVE,Mount Pleasant,492980,5455977
Vehicle Collision or Pedestrian Struck (with Injury),2010,2,25,11,57,PRINCE EDWARD ST / E 16TH AVE,Mount Pleasant,492980,5455977
Vehicle Collision or Pedestrian Struck (with Injury),2021,10,26,15,18,PRINCE EDWARD ST / E 18TH AVE,Riley Park,492974,5455777
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,16,18,1,PRINCE EDWARD ST / E 21ST AVE,Riley Park,492966,5455475
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,18,20,14,PRINCE EDWARD ST / E 28TH AVE,Riley Park,492949,5454767
Vehicle Collision or Pedestrian Struck (with Injury),2004,7,3,19,45,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2013,6,14,8,39,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2013,9,26,9,31,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2015,6,5,10,17,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2015,8,19,10,27,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2015,10,25,11,19,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2016,4,13,20,27,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,6,8,17,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492946,5454187
Vehicle Collision or Pedestrian Struck (with Injury),2008,11,11,21,4,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492947,5454188
Vehicle Collision or Pedestrian Struck (with Injury),2009,4,9,10,0,PRINCE EDWARD ST / E 33RD AVE,Riley Park,492947,5454188
Vehicle Collision or Pedestrian Struck (with Injury),2003,7,31,11,50,PRINCE EDWARD ST / E 41ST AVE,Sunset,492923,5453361
Vehicle Collision or Pedestrian Struck (with Injury),2003,10,22,8,0,PRINCE EDWARD ST / E 41ST AVE,Sunset,492923,5453361
Vehicle Collision or Pedestrian Struck (with Injury),2011,6,7,16,52,PRINCE EDWARD ST / E 41ST AVE,Sunset,492923,5453361
Vehicle Collision or Pedestrian Struck (with Injury),2012,4,18,15,20,PRINCE EDWARD ST / E 41ST AVE,Sunset,492923,5453361
Vehicle Collision or Pedestrian Struck (with Injury),2014,7,8,11,59,PRINCE EDWARD ST / E 41ST AVE,Sunset,492923,5453361
Vehicle Collision or Pedestrian Struck (with Injury),2016,8,22,9,19,PRINCE EDWARD ST / E 41ST AVE,Sunset,492923,5453361
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,30,11,0,PRINCE EDWARD ST / E 43RD AVE,Sunset,492915,5453151
Vehicle Collision or Pedestrian Struck (with Injury),2021,4,4,17,36,PRINCE EDWARD ST / E 43RD AVE,Sunset,492915,5453151
Vehicle Collision or Pedestrian Struck (with Injury),2011,9,12,13,54,PRINCE EDWARD ST / E 45TH AVE,Sunset,492910,5452951
Vehicle Collision or Pedestrian Struck (with Injury),2004,9,20,21,52,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2005,4,17,4,16,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,14,10,44,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2006,9,5,11,53,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2006,9,9,11,19,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2015,11,1,16,38,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2016,11,13,19,1,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2020,4,17,19,46,PRINCE EDWARD ST / E 49TH AVE,Sunset,492899,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2009,6,24,13,6,PRINCE EDWARD ST / E 49TH AVE,Sunset,492900,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2010,11,2,9,23,PRINCE EDWARD ST / E 49TH AVE,Sunset,492900,5452538
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,26,11,11,PRINCE EDWARD ST / E 56TH AVE,Sunset,492884,5451830
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,21,12,11,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,7,8,53,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,13,4,14,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2012,8,6,15,38,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2018,8,20,21,58,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2018,11,6,18,31,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2019,5,2,18,0,PRINCE EDWARD ST / E 57TH AVE,Sunset,492882,5451738
Vehicle Collision or Pedestrian Struck (with Injury),2004,7,30,10,36,PRINCE EDWARD ST / E 63RD AVE,Sunset,492871,5451187
Vehicle Collision or Pedestrian Struck (with Injury),2011,8,4,7,39,PRINCE EDWARD ST / E 63RD AVE,Sunset,492871,5451187
Vehicle Collision or Pedestrian Struck (with Injury),2019,11,12,16,24,PRINCE EDWARD ST / E 63RD AVE,Sunset,492871,5451187
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,13,2,30,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2010,9,18,17,43,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2011,5,18,9,15,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2015,12,9,16,46,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2017,3,12,0,41,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2018,4,24,19,13,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2022,3,13,23,50,PRINCE EDWARD ST / E BROADWAY AVE,Mount Pleasant,493015,5456657
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,12,14,58,PRINCE EDWARD ST / E KING EDWARD AVE,Riley Park,492957,5455109
Vehicle Collision or Pedestrian Struck (with Injury),2005,5,21,9,35,PRINCE EDWARD ST / GREAT NORTHERN WAY,Mount Pleasant,493044,5457121
Vehicle Collision or Pedestrian Struck (with Injury),2006,4,21,11,35,PRINCE EDWARD ST / SE MARINE DR,Sunset,492837,5450892
Vehicle Collision or Pedestrian Struck (with Injury),2013,12,30,17,30,PRINCE EDWARD ST / SE MARINE DR,Sunset,492837,5450904
Vehicle Collision or Pedestrian Struck (with Injury),2017,4,7,9,28,PRINCE EDWARD ST / SE MARINE DR,Sunset,492837,5450904
Vehicle Collision or Pedestrian Struck (with Injury),2018,2,8,18,54,PRINCE EDWARD ST / SE MARINE DR,Sunset,492837,5450904
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,11,17,1,PRINCE EDWARD ST / SE MARINE DR,Sunset,492837,5450904
Vehicle Collision or Pedestrian Struck (with Injury),2021,1,28,19,30,PRINCE EDWARD ST / SE MARINE DR,Sunset,492837,5450904
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,18,2,5,PRINCE EDWARD ST / SE MARINE DR,Sunset,492864,5450909
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,6,6,16,PRINCESS AVE / ALEXANDER ST,Strathcona,493355,5459025
Vehicle Collision or Pedestrian Struck (with Injury),2020,9,23,13,3,PRINCESS AVE / ALEXANDER ST,Strathcona,493355,5459025
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,18,14,48,PRINCESS AVE / ALEXANDER ST,Strathcona,493355,5459025
Vehicle Collision or Pedestrian Struck (with Injury),2005,11,18,16,58,PRINCESS AVE / E CORDOVA ST,Strathcona,493351,5458824
Vehicle Collision or Pedestrian Struck (with Injury),2007,10,21,15,9,PRINCESS AVE / E CORDOVA ST,Strathcona,493351,5458824
Vehicle Collision or Pedestrian Struck (with Injury),2015,2,6,2,48,PRINCESS AVE / E CORDOVA ST,Strathcona,493351,5458824
Vehicle Collision or Pedestrian Struck (with Injury),2015,12,5,16,45,PRINCESS AVE / E CORDOVA ST,Strathcona,493351,5458824
Vehicle Collision or Pedestrian Struck (with Injury),2016,9,21,0,9,PRINCESS AVE / E CORDOVA ST,Strathcona,493351,5458824
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,30,9,10,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2006,1,11,8,55,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2006,2,18,0,49,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2007,1,22,7,14,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2011,11,8,17,56,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2013,5,22,18,41,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2017,9,20,17,32,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2019,8,29,15,56,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2020,11,6,11,15,PRINCESS AVE / E HASTINGS ST,Strathcona,493347,5458719
Vehicle Collision or Pedestrian Struck (with Injury),2009,7,11,16,22,PRINCESS AVE / E HASTINGS ST,Strathcona,493348,5458720
Vehicle Collision or Pedestrian Struck (with Injury),2010,8,23,9,50,PRINCESS AVE / PRIOR ST,Strathcona,493332,5458213
Vehicle Collision or Pedestrian Struck (with Injury),2003,3,20,15,8,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2005,2,22,18,15,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2005,9,27,9,55,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2009,1,10,19,0,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2009,5,23,22,35,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2012,1,14,0,4,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2012,5,27,17,14,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2018,11,1,22,2,PRIOR ST / CAMPBELL AVE,Strathcona,493817,5458196
Vehicle Collision or Pedestrian Struck (with Injury),2007,6,10,20,29,PRIOR ST / DUNSMUIR VIA,Strathcona,492952,5458230
Vehicle Collision or Pedestrian Struck (with Injury),2006,6,1,16,6,PRIOR ST / GORE AVE,Strathcona,492952,5458230
Vehicle Collision or Pedestrian Struck (with Injury),2020,3,25,15,3,PRIOR ST / GORE AVE,Strathcona,492952,5458230
Vehicle Collision or Pedestrian Struck (with Injury),2004,3,24,12,10,PRIOR ST / GORE AVE,Strathcona,492953,5458221
Vehicle Collision or Pedestrian Struck (with Injury),2004,7,17,19,37,PRIOR ST / GORE AVE,Strathcona,492953,5458221
Vehicle Collision or Pedestrian Struck (with Injury),2006,2,23,10,26,PRIOR ST / HAWKS AVE,Strathcona,493646,5458202
Vehicle Collision or Pedestrian Struck (with Injury),2006,12,12,21,20,PRIOR ST / HAWKS AVE,Strathcona,493646,5458202
Vehicle Collision or Pedestrian Struck (with Injury),2003,4,9,13,20,PRIOR ST / HEATLEY AVE,Strathcona,493472,5458207
Vehicle Collision or Pedestrian Struck (with Injury),2015,10,27,22,33,PRIOR ST / HEATLEY AVE,Strathcona,493472,5458207
Vehicle Collision or Pedestrian Struck (with Injury),2017,3,27,5,54,PRIOR ST / HEATLEY AVE,Strathcona,493472,5458207
Vehicle Collision or Pedestrian Struck (with Injury),2010,9,26,16,14,PRIOR ST / HEATLEY AVE,Strathcona,493473,5458208
Vehicle Collision or Pedestrian Struck (with Injury),2014,7,23,13,18,PRIOR ST / JACKSON AVE,Strathcona,493189,5458217
Vehicle Collision or Pedestrian Struck (with Injury),2006,8,26,15,43,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2007,4,7,18,52,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2008,3,30,1,38,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2012,2,20,19,52,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2014,9,9,15,15,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2014,10,12,12,37,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2017,1,9,12,35,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,6,7,46,PRIOR ST / MAIN ST,Central Business District,492731,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,14,19,9,PRIOR ST / MAIN ST,Central Business District,492731,5458228
Vehicle Collision or Pedestrian Struck (with Injury),2010,3,16,7,3,PRIOR ST / MAIN ST,Central Business District,492731,5458228
Vehicle Collision or Pedestrian Struck (with Injury),2010,1,26,0,1,PRIOR ST / MAIN ST,Strathcona,492742,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2010,2,11,14,21,PRIOR ST / MAIN ST,Strathcona,492742,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2011,6,18,10,55,PRIOR ST / MAIN ST,Strathcona,492742,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2014,12,24,15,9,PRIOR ST / MAIN ST,Strathcona,492742,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2015,5,12,11,24,PRIOR ST / MAIN ST,Strathcona,492742,5458227
Vehicle Collision or Pedestrian Struck (with Injury),2022,1,27,7,8,PRIOR ST / MAIN ST,Strathcona,492742,5458229
Vehicle Collision or Pedestrian Struck (with Injury),2012,10,3,14,46,PRIOR ST / MALKIN AVE,Strathcona,493189,5458217
Vehicle Collision or Pedestrian Struck (with Injury),2014,2,17,6,26,PRIOR ST / MALKIN AVE,Strathcona,493189,5458217
Vehicle Collision or Pedestrian Struck (with Injury),2022,3,24,16,24,PRIOR ST / MALKIN AVE,Strathcona,493189,5458217
Vehicle Collision or Pedestrian Struck (with Injury),2004,4,23,14,35,PUGET DR / W 29TH AVE,Arbutus Ridge,487914,5454832
Vehicle Collision or Pedestrian Struck (with Injury),2021,11,27,22,28,QUEBEC ST / CENTRAL ST,Mount Pleasant,492593,5457685
Vehicle Collision or Pedestrian Struck (with Injury),2007,6,5,10,37,QUEBEC ST / E 12TH AVE,Mount Pleasant,492499,5456390
Vehicle Collision or Pedestrian Struck (with Injury),2008,7,19,12,20,QUEBEC ST / E 12TH AVE,Mount Pleasant,492499,5456390
Vehicle Collision or Pedestrian Struck (with Injury),2014,1,10,7,55,QUEBEC ST / E 12TH AVE,Mount Pleasant,492499,5456390
Vehicle Collision or Pedestrian Struck (with Injury),2017,6,22,18,49,QUEBEC ST / E 12TH AVE,Mount Pleasant,492499,5456390
Vehicle Collision or Pedestrian Struck (with Injury),2021,9,16,14,39,QUEBEC ST / E 12TH AVE,Mount Pleasant,492499,5456390
Vehicle Collision or Pedestrian Struck (with Injury),2022,5,3,18,28,QUEBEC ST / E 12TH AVE,Mount Pleasant,492499,5456390
Vehicle Collision or Pedestrian Struck (with Injury),2013,7,16,22,4,QUEBEC ST / E 14TH AVE,Mount Pleasant,492491,5456189
Vehicle Collision or Pedestrian Struck (with Injury),2018,5,30,11,0,QUEBEC ST / E 14TH AVE,Mount Pleasant,492491,5456189
Vehicle Collision or Pedestrian Struck (with Injury),2016,1,19,10,43,QUEBEC ST / E 16TH AVE,Riley Park,492487,5455987
Vehicle Collision or Pedestrian Struck (with Injury),2012,10,23,15,3,QUEBEC ST / E 19TH AVE,Riley Park,492517,5455666
Vehicle Collision or Pedestrian Struck (with Injury),2017,2,16,19,15,QUEBEC ST / E 1ST AVE,Mount Pleasant,492521,5457494
Vehicle Collision or Pedestrian Struck (with Injury),2004,3,11,8,34,QUEBEC ST / E 1ST AVE,Mount Pleasant,492530,5457493
Vehicle Collision or Pedestrian Struck (with Injury),2007,3,6,22,21,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2011,4,18,13,33,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2014,5,24,7,58,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2014,6,3,16,16,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2016,3,30,16,28,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2016,4,6,13,4,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2016,4,27,10,55,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2017,8,31,15,45,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2017,10,25,18,1,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2022,6,30,13,43,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457382
Vehicle Collision or Pedestrian Struck (with Injury),2003,8,4,8,20,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2004,7,30,20,55,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,6,9,31,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2004,8,21,14,36,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2004,12,4,19,42,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2005,3,8,14,34,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2005,10,31,15,50,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
Vehicle Collision or Pedestrian Struck (with Injury),2005,12,1,14,45,QUEBEC ST / E 2ND AVE,Mount Pleasant,492527,5457394
